1.415800000000000114e-01,1.916000000000000203e-01,2.416200000000000292e-01,2.916400000000000103e-01,3.416500000000000092e-01,3.916600000000000081e-01,4.416700000000000625e-01,4.916600000000000414e-01,5.416500000000000759e-01,5.916300000000001003e-01,6.416000000000000592e-01,6.915600000000000636e-01,7.415200000000000680e-01,7.914600000000000524e-01,8.413900000000000823e-01,8.913000000000000922e-01,9.412100000000001021e-01,9.911000000000000920e-01,1.040970000000000173e+00,1.090830000000000188e+00,1.140670000000000073e+00,2.613370000000000193e+00,2.662360000000000060e+00,2.711310000000000109e+00,2.760230000000000405e+00,2.809100000000000374e+00,2.857920000000000016e+00,2.906710000000000349e+00,2.955460000000000420e+00,3.004160000000000164e+00,3.052810000000000468e+00,3.101420000000000066e+00,3.149990000000000290e+00,3.198510000000000186e+00,3.246980000000000199e+00,3.295410000000000394e+00,3.343780000000000197e+00,3.392110000000000181e+00,3.440380000000000216e+00,3.488610000000000433e+00,3.536780000000000257e+00,3.584910000000000263e+00
3.603700000000000236e-01,4.105100000000000415e-01,4.606500000000000594e-01,5.107700000000000573e-01,5.608899999999999997e-01,6.110000000000000986e-01,6.611000000000000210e-01,7.111900000000000999e-01,7.612700000000001133e-01,8.113400000000000611e-01,8.613900000000001000e-01,9.114400000000000279e-01,9.614700000000000468e-01,1.011480000000000157e+00,1.061479999999999979e+00,1.111470000000000180e+00,1.161440000000000028e+00,1.211390000000000189e+00,1.261319999999999997e+00,1.311240000000000183e+00,1.361130000000000173e+00,2.833800000000000097e+00,2.882740000000000080e+00,2.931640000000000246e+00,2.980500000000000149e+00,3.029310000000000169e+00,3.078080000000000371e+00,3.126800000000000246e+00,3.175480000000000302e+00,3.224110000000000475e+00,3.272690000000000321e+00,3.321230000000000349e+00,3.369710000000000427e+00,3.418150000000000244e+00,3.466530000000000111e+00,3.514870000000000161e+00,3.563150000000000261e+00,3.611380000000000479e+00,3.659550000000000303e+00,3.707680000000000309e+00,3.755740000000000300e+00,3.803760000000000474e+00
5.791700000000000736e-01,6.294200000000000905e-01,6.796600000000000419e-01,7.298900000000000388e-01,7.801200000000000356e-01,8.303300000000000125e-01,8.805200000000000804e-01,9.307100000000000373e-01,9.808800000000000852e-01,1.031030000000000113e+00,1.081180000000000030e+00,1.131300000000000194e+00,1.181410000000000071e+00,1.231500000000000039e+00,1.281570000000000098e+00,1.331630000000000091e+00,1.381660000000000110e+00,1.431670000000000220e+00,1.481670000000000043e+00,1.531640000000000112e+00,1.581580000000000208e+00,3.054240000000000066e+00,3.103130000000000166e+00,3.151980000000000448e+00,3.200780000000000403e+00,3.249540000000000095e+00,3.298250000000000348e+00,3.346900000000000208e+00,3.395510000000000250e+00,3.444070000000000409e+00,3.492580000000000240e+00,3.541040000000000187e+00,3.589440000000000186e+00,3.637790000000000301e+00,3.686090000000000089e+00,3.734340000000000437e+00,3.782520000000000326e+00,3.830660000000000398e+00,3.878730000000000455e+00,3.926750000000000185e+00,3.974710000000000409e+00,4.022610000000000241e+00
7.979500000000000481e-01,8.483100000000001195e-01,8.986700000000000799e-01,9.490100000000001312e-01,9.993300000000000516e-01,1.049650000000000194e+00,1.099940000000000140e+00,1.150220000000000020e+00,1.200479999999999992e+00,1.250730000000000119e+00,1.300950000000000051e+00,1.351160000000000139e+00,1.401350000000000096e+00,1.451510000000000078e+00,1.501660000000000217e+00,1.551780000000000159e+00,1.601880000000000193e+00,1.651960000000000095e+00,1.702010000000000245e+00,1.752030000000000198e+00,1.802040000000000086e+00,3.274680000000000479e+00,3.323520000000000252e+00,3.372320000000000206e+00,3.421070000000000277e+00,3.469770000000000465e+00,3.518410000000000259e+00,3.567010000000000236e+00,3.615550000000000264e+00,3.664040000000000408e+00,3.712470000000000159e+00,3.760850000000000470e+00,3.809180000000000454e+00,3.857450000000000490e+00,3.905660000000000132e+00,3.953810000000000269e+00,4.001910000000000522e+00,4.049940000000000317e+00,4.097920000000000229e+00,4.145840000000000636e+00,4.193690000000000140e+00,4.241480000000000139e+00
1.016720000000000068e+00,1.067200000000000149e+00,1.117660000000000098e+00,1.168110000000000204e+00,1.218540000000000179e+00,1.268960000000000088e+00,1.319350000000000023e+00,1.369730000000000114e+00,1.420080000000000009e+00,1.470410000000000217e+00,1.520730000000000137e+00,1.571010000000000018e+00,1.621280000000000054e+00,1.671520000000000117e+00,1.721740000000000048e+00,1.771930000000000227e+00,1.822100000000000053e+00,1.872230000000000061e+00,1.922350000000000225e+00,1.972430000000000128e+00,2.022480000000000278e+00,3.495120000000000449e+00,3.543920000000000403e+00,3.592670000000000474e+00,3.641360000000000152e+00,3.690000000000000391e+00,3.738590000000000302e+00,3.787120000000000264e+00,3.835600000000000342e+00,3.884010000000000407e+00,3.932380000000000209e+00,3.980680000000000440e+00,4.028920000000000279e+00,4.077110000000000234e+00,4.125230000000000175e+00,4.173300000000000232e+00,4.221300000000000274e+00,4.269239999999999924e+00,4.317120000000000068e+00,4.364930000000000199e+00,4.412679999999999936e+00,4.460360000000000547e+00
1.235480000000000134e+00,1.286080000000000112e+00,1.336650000000000116e+00,1.387210000000000054e+00,1.437750000000000083e+00,1.488260000000000138e+00,1.538750000000000062e+00,1.589220000000000077e+00,1.639670000000000183e+00,1.690090000000000092e+00,1.740490000000000093e+00,1.790860000000000118e+00,1.841200000000000170e+00,1.891520000000000090e+00,1.941810000000000258e+00,1.992070000000000229e+00,2.042300000000000004e+00,2.092510000000000314e+00,2.142680000000000362e+00,2.192820000000000213e+00,2.242920000000000247e+00,3.715570000000000483e+00,3.764320000000000110e+00,3.813020000000000298e+00,3.861660000000000537e+00,3.910250000000000448e+00,3.958770000000000344e+00,4.007240000000000357e+00,4.055649999999999977e+00,4.104000000000000092e+00,4.152280000000000193e+00,4.200510000000000410e+00,4.248680000000000234e+00,4.296780000000000044e+00,4.344820000000000348e+00,4.392790000000000639e+00,4.440700000000000536e+00,4.488540000000000418e+00,4.536320000000000796e+00,4.584030000000000271e+00,4.631670000000000620e+00,4.679250000000000576e+00
1.454230000000000134e+00,1.504950000000000232e+00,1.555630000000000068e+00,1.606300000000000061e+00,1.656940000000000079e+00,1.707560000000000189e+00,1.758150000000000102e+00,1.808710000000000040e+00,1.859250000000000069e+00,1.909760000000000124e+00,1.960240000000000204e+00,2.010700000000000376e+00,2.061120000000000285e+00,2.111520000000000064e+00,2.161880000000000024e+00,2.212210000000000232e+00,2.262510000000000243e+00,2.312769999999999992e+00,2.362999999999999989e+00,2.413200000000000234e+00,2.463360000000000216e+00,3.936020000000000518e+00,3.984730000000000327e+00,4.033380000000000187e+00,4.081970000000000098e+00,4.130489999999999995e+00,4.178960000000000008e+00,4.227360000000000007e+00,4.275710000000000122e+00,4.323980000000000601e+00,4.372200000000000308e+00,4.420350000000000001e+00,4.468430000000000568e+00,4.516450000000000742e+00,4.564410000000000522e+00,4.612290000000000667e+00,4.660110000000000419e+00,4.707860000000000156e+00,4.755530000000000257e+00,4.803139999999999965e+00,4.850680000000000547e+00,4.898140000000000605e+00
1.672980000000000134e+00,1.723800000000000221e+00,1.774600000000000177e+00,1.825380000000000225e+00,1.876120000000000232e+00,1.926840000000000108e+00,1.977530000000000232e+00,2.028190000000000381e+00,2.078820000000000334e+00,2.129420000000000091e+00,2.179990000000000094e+00,2.230530000000000346e+00,2.281030000000000335e+00,2.331500000000000128e+00,2.381940000000000168e+00,2.432340000000000391e+00,2.482710000000000417e+00,2.533030000000000115e+00,2.583320000000000061e+00,2.633580000000000254e+00,2.683790000000000120e+00,4.156480000000000175e+00,4.205140000000000100e+00,4.253740000000000521e+00,4.302270000000000039e+00,4.350740000000000052e+00,4.399150000000000560e+00,4.447490000000000165e+00,4.495770000000000266e+00,4.543980000000000352e+00,4.592120000000000424e+00,4.640190000000000481e+00,4.688200000000000145e+00,4.736140000000000683e+00,4.784000000000000696e+00,4.831800000000000317e+00,4.879520000000000302e+00,4.927170000000000272e+00,4.974750000000000227e+00,5.022260000000000169e+00,5.069690000000000474e+00,5.117050000000000765e+00
1.891710000000000225e+00,1.942650000000000210e+00,1.993560000000000221e+00,2.044440000000000257e+00,2.095300000000000384e+00,2.146120000000000250e+00,2.196910000000000363e+00,2.247670000000000279e+00,2.298390000000000377e+00,2.349080000000000279e+00,2.399730000000000363e+00,2.450350000000000250e+00,2.500940000000000385e+00,2.551480000000000192e+00,2.601990000000000247e+00,2.652460000000000040e+00,2.702900000000000080e+00,2.753290000000000237e+00,2.803640000000000132e+00,2.853950000000000209e+00,2.904220000000000024e+00,4.376950000000000784e+00,4.425559999999999938e+00,4.474110000000000475e+00,4.522590000000000110e+00,4.571000000000000618e+00,4.619350000000000733e+00,4.667629999999999946e+00,4.715840000000000032e+00,4.763980000000000103e+00,4.812050000000000161e+00,4.860050000000000203e+00,4.907970000000000610e+00,4.955830000000000624e+00,5.003610000000000113e+00,5.051310000000000855e+00,5.098940000000000694e+00,5.146500000000000519e+00,5.193980000000000707e+00,5.241389999999999993e+00,5.288710000000000022e+00,5.335960000000000036e+00
2.110430000000000028e+00,2.161490000000000133e+00,2.212509999999999977e+00,2.263500000000000068e+00,2.314460000000000406e+00,2.365380000000000038e+00,2.416279999999999983e+00,2.467130000000000045e+00,2.517950000000000355e+00,2.568730000000000402e+00,2.619470000000000187e+00,2.670170000000000154e+00,2.720830000000000304e+00,2.771460000000000257e+00,2.822040000000000326e+00,2.872580000000000133e+00,2.923080000000000123e+00,2.973540000000000294e+00,3.023950000000000138e+00,3.074320000000000164e+00,3.124640000000000306e+00,4.597409999999999997e+00,4.645980000000000665e+00,4.694480000000000430e+00,4.742910000000000181e+00,4.791260000000000296e+00,4.839550000000000018e+00,4.887770000000000614e+00,4.935910000000000686e+00,4.983980000000000743e+00,5.031980000000000786e+00,5.079900000000000304e+00,5.127750000000000696e+00,5.175520000000000564e+00,5.223220000000000418e+00,5.270840000000000636e+00,5.318380000000000329e+00,5.365840000000000387e+00,5.413220000000000809e+00,5.460520000000000707e+00,5.507740000000000080e+00,5.554880000000000706e+00
